@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute UserCPU_Time_millis_training numeric
@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary string

@data

signs,1,weka.classifiers.functions.MultilayerPerceptron,'-L 1.0 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20191201.1303,720,1680,1138,542,0,67.738095,32.261905,0,0.641534,0.064641,0.244831,35.911734,81.610473,5580.839199,17959.810679,-12378.97148,3.321928,10.690363,-7.368435,3751.170496,2.23284,67.215169,0.107143,18,0.009921,15,0.990079,1497,0.892857,150,0.545455,0.107143,0.179104,0.21018,0.844978,0.351038,0.677381,0.035847,0.964153,0.322619,0.71645,0.677381,0.661637,0.647867,0.940362,0.749243,0.661637,0.677381,42.202,0.107,41.285183,0.105741,41285.183,105.741,300365,597370,1385530,71.309524,11.291667,?
signs,1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20191201.1303,720,1680,1313,367,0,78.154762,21.845238,0,0.757275,0.049952,0.188989,27.7513,62.996254,5580.839199,2711.07265,2869.766549,3.321928,1.613734,1.708194,4340.689286,2.583744,77.778433,0.279762,47,0.021825,33,0.978175,1479,0.720238,121,0.5875,0.279762,0.379032,0.363361,0.903919,0.529483,0.781548,0.024272,0.975728,0.218452,0.791663,0.781548,0.77765,0.759098,0.956945,0.803203,0.77765,0.781548,5.245,0.009,5.109738,0.008841,5109.738,8.841,40029,144115,333235,89.166667,14.785714,?
signs,1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20191201.1304,720,1680,1404,276,0,83.571429,16.428571,0,0.81746,0.04112,0.160293,22.844398,53.431031,5580.839199,1891.739923,3689.099277,3.321928,1.126036,2.195892,4641.508116,2.762802,83.168641,0.446429,75,0.01918,29,0.98082,1483,0.553571,93,0.721154,0.446429,0.551471,0.531883,0.922434,0.610335,0.835714,0.018254,0.981746,0.164286,0.848933,0.835714,0.83529,0.821506,0.96937,0.868184,0.83529,0.835714,15.089,0.021,14.063536,0.021209,14063.536,21.209,106874,312633,724473,92.857143,15.291667,?
signs,1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.1 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20191201.1304,720,1680,1478,202,0,87.97619,12.02381,0,0.866402,0.028925,0.142905,16.06958,47.634917,5580.839199,1573.483152,4007.356048,3.321928,0.936597,2.385331,4880.947524,2.905326,87.459025,0.458333,77,0.017857,27,0.982143,1485,0.541667,91,0.740385,0.458333,0.566176,0.54835,0.947716,0.716304,0.879762,0.01336,0.98664,0.120238,0.888668,0.879762,0.877956,0.86857,0.981344,0.916123,0.877956,0.879762,38.658,0.059,37.687229,0.058787,37687.229,58.787,300365,597370,1385530,93.452381,12.732143,?
signs,1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20191201.1304,720,1680,1305,375,0,77.678571,22.321429,0,0.751984,0.050049,0.189303,27.804842,63.101124,5580.839199,3034.841546,2545.997654,3.321928,1.806453,1.515475,4335.859369,2.580869,77.691889,0.404762,68,0.035053,53,0.964947,1459,0.595238,100,0.561983,0.404762,0.470588,0.429017,0.896818,0.528541,0.776786,0.024802,0.975198,0.223214,0.77101,0.776786,0.772125,0.748505,0.955509,0.794654,0.772125,0.776786,3.288,0.011,3.247201,0.008776,3247.201,8.776,40029,144115,333235,88.333333,14.625,?
signs,1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20191201.1305,720,1680,1400,280,0,83.333333,16.666667,0,0.814815,0.040409,0.163737,22.449637,54.578926,5580.839199,2089.142629,3491.696571,3.321928,1.243537,2.078391,4623.190338,2.751899,82.840415,0.47619,80,0.023148,35,0.976852,1477,0.52381,88,0.695652,0.47619,0.565371,0.538224,0.919029,0.605878,0.833333,0.018519,0.981481,0.166667,0.844658,0.833333,0.833758,0.81857,0.968102,0.862816,0.833758,0.833333,11.198,0.022,11.082796,0.021794,11082.796,21.794,106874,312633,724473,91.547619,14.428571,?
signs,1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20191201.1305,720,1680,1483,197,0,88.27381,11.72619,0,0.869709,0.027876,0.140909,15.486826,46.969781,5580.839199,1537.160383,4043.678817,3.321928,0.914976,2.406952,4895.497337,2.913987,87.719735,0.511905,86,0.01918,29,0.98082,1483,0.488095,82,0.747826,0.511905,0.607774,0.585368,0.95642,0.742854,0.882738,0.013029,0.986971,0.117262,0.891973,0.882738,0.882647,0.872612,0.982355,0.922422,0.882647,0.882738,39.109,0.059,38.556076,0.058991,38556.076,58.991,300365,597370,1385530,93.928571,12.547619,?
signs,1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.3 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20191201.1305,720,1680,1293,387,0,76.964286,23.035714,0,0.744048,0.050599,0.19218,28.110462,64.059837,5580.839199,3048.774563,2532.064636,3.321928,1.814747,1.507181,4312.190778,2.56678,77.267784,0.482143,81,0.060847,92,0.939153,1420,0.517857,87,0.468208,0.482143,0.475073,0.415852,0.878,0.466381,0.769643,0.025595,0.974405,0.230357,0.768999,0.769643,0.76871,0.743508,0.954243,0.794015,0.76871,0.769643,4.203,0.009,4.152993,0.008934,4152.993,8.934,40029,144115,333235,87.97619,14.410714,?
signs,1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.3 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20191201.1305,720,1680,1391,289,0,82.797619,17.202381,0,0.808862,0.041286,0.166059,22.93639,55.352874,5580.839199,2237.43648,3343.402719,3.321928,1.331807,1.990121,4600.902101,2.738632,82.441044,0.47619,80,0.033069,50,0.966931,1462,0.52381,88,0.615385,0.47619,0.536913,0.497526,0.884547,0.524527,0.827976,0.019114,0.980886,0.172024,0.835082,0.827976,0.828488,0.811325,0.964959,0.857364,0.828488,0.827976,9.861,0.021,9.716289,0.020648,9716.289,20.648,106874,312633,724473,91.011905,14.363095,?
signs,1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.3 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20191201.1306,720,1680,1460,220,0,86.904762,13.095238,0,0.854497,0.031643,0.146312,17.579605,48.770637,5580.839199,1659.693295,3921.145904,3.321928,0.987913,2.334015,4834.666293,2.877778,86.629737,0.375,63,0.015873,24,0.984127,1488,0.625,105,0.724138,0.375,0.494118,0.486196,0.942929,0.667143,0.869048,0.01455,0.98545,0.130952,0.880037,0.869048,0.865256,0.856557,0.981277,0.909827,0.865256,0.869048,38.271,0.06,37.944557,0.059602,37944.557,59.602,300365,597370,1385530,93.630952,13.244048,?
signs,1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.4 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20191201.1306,720,1680,1323,357,0,78.75,21.25,0,0.763889,0.049413,0.18879,27.45188,62.93003,5580.839199,3459.802522,2121.036678,3.321928,2.059406,1.262522,4353.218424,2.591201,78.002936,0.39881,67,0.031085,47,0.968915,1465,0.60119,101,0.587719,0.39881,0.475177,0.438637,0.873244,0.535216,0.7875,0.023611,0.976389,0.2125,0.77953,0.7875,0.781119,0.759093,0.954218,0.790858,0.781119,0.7875,4.42,0.009,4.397567,0.008632,4397.567,8.632,40029,144115,333235,87.202381,14.458333,?
signs,1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.4 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20191201.1306,720,1680,1393,287,0,82.916667,17.083333,0,0.810185,0.039474,0.165532,21.930227,55.177225,5580.839199,2181.12509,3399.71411,3.321928,1.298289,2.023639,4625.238005,2.753118,82.877106,0.52381,88,0.044312,67,0.955688,1445,0.47619,80,0.567742,0.52381,0.544892,0.497068,0.895837,0.510206,0.829167,0.018981,0.981019,0.170833,0.836649,0.829167,0.830578,0.813054,0.967619,0.851774,0.830578,0.829167,13.418,0.042,13.316531,0.038727,13316.531,38.727,106874,312633,724473,91.309524,13.708333,?
signs,1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.4 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20191201.1307,720,1680,1467,213,0,87.321429,12.678571,0,0.859127,0.0313,0.150294,17.389056,50.097907,5580.839199,2057.104224,3523.734975,3.321928,1.224467,2.097461,4813.108732,2.864946,86.243458,0.327381,55,0.009921,15,0.990079,1497,0.672619,113,0.785714,0.327381,0.462185,0.476604,0.927323,0.619957,0.873214,0.014087,0.985913,0.126786,0.887434,0.873214,0.866826,0.861007,0.978188,0.901541,0.866826,0.873214,46.938,0.078,46.614663,0.076517,46614.663,76.517,300365,597370,1385530,91.309524,12.625,?
signs,1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.5 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20191201.1307,720,1680,1292,388,0,76.904762,23.095238,0,0.743386,0.051724,0.19762,28.735442,65.873181,5580.839199,3954.630502,1626.208698,3.321928,2.353947,0.967981,4265.474626,2.538973,76.430703,0.452381,76,0.046296,70,0.953704,1442,0.547619,92,0.520548,0.452381,0.484076,0.432472,0.864548,0.475085,0.769048,0.025661,0.974339,0.230952,0.762778,0.769048,0.7638,0.739556,0.94996,0.777527,0.7638,0.769048,5.054,0.015,4.98545,0.01463,4985.45,14.63,40029,144115,333235,85.178571,13.994048,?
signs,1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.5 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20191201.1307,720,1680,1384,296,0,82.380952,17.619048,0,0.804233,0.039687,0.16996,22.048498,56.653391,5580.839199,2474.644229,3106.194971,3.321928,1.473003,1.848926,4596.788572,2.736184,82.367336,0.375,63,0.03373,51,0.96627,1461,0.625,105,0.552632,0.375,0.446809,0.40708,0.881338,0.452333,0.82381,0.019577,0.980423,0.17619,0.826678,0.82381,0.820965,0.80416,0.96411,0.846497,0.820965,0.82381,13.192,0.039,13.026611,0.038811,13026.611,38.811,106874,312633,724473,89.821429,13.255952,?
signs,1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.5 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20191201.1308,720,1680,1407,273,0,83.75,16.25,0,0.819444,0.037226,0.170458,20.681363,56.819298,5580.839199,4163.896437,1416.942762,3.321928,2.47851,0.843418,4623.714217,2.752211,82.849802,0.279762,47,0.013889,21,0.986111,1491,0.720238,121,0.691176,0.279762,0.398305,0.404732,0.901183,0.546411,0.8375,0.018056,0.981944,0.1625,0.853776,0.8375,0.831204,0.82216,0.967444,0.871852,0.831204,0.8375,38.406,0.055,38.003572,0.055093,38003.572,55.093,300365,597370,1385530,88.571429,12.619048,?
signs,1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.6 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20191201.1308,720,1680,1288,392,0,76.666667,23.333333,0,0.740741,0.051238,0.197953,28.465825,65.984361,5580.839199,3895.517548,1685.321651,3.321928,2.31876,1.003168,4277.279561,2.546,76.642229,0.345238,58,0.051587,78,0.948413,1434,0.654762,110,0.426471,0.345238,0.381579,0.322975,0.83825,0.401765,0.766667,0.025926,0.974074,0.233333,0.772173,0.766667,0.76721,0.742721,0.949069,0.788008,0.76721,0.766667,3.801,0.016,3.769813,0.015523,3769.813,15.523,40029,144115,333235,86.130952,13.75,?
signs,1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.6 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20191201.1308,720,1680,1383,297,0,82.321429,17.678571,0,0.803571,0.03958,0.171157,21.988714,57.052217,5580.839199,2766.259807,2814.579393,3.321928,1.646583,1.675345,4595.393931,2.735354,82.342346,0.386905,65,0.021164,32,0.978836,1480,0.613095,103,0.670103,0.386905,0.490566,0.470411,0.894629,0.556159,0.823214,0.019643,0.980357,0.176786,0.835874,0.823214,0.82173,0.807078,0.962627,0.851133,0.82173,0.823214,10.337,0.032,10.241006,0.03118,10241.006,31.18,106874,312633,724473,89.345238,13.095238,?
signs,1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.6 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20191201.1309,720,1680,1402,278,0,83.452381,16.547619,0,0.816138,0.03561,0.167874,19.783462,55.957906,5580.839199,3852.465625,1728.373574,3.321928,2.293134,1.028794,4667.68577,2.778384,83.637704,0.416667,70,0.033069,50,0.966931,1462,0.583333,98,0.583333,0.416667,0.486111,0.446842,0.919163,0.562618,0.834524,0.018386,0.981614,0.165476,0.840094,0.834524,0.833588,0.817589,0.97166,0.870169,0.833588,0.834524,43.866,0.108,43.587852,0.107043,43587.852,107.043,300365,597370,1385530,90.119048,12.196429,?
signs,1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.7 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20191201.1309,720,1680,1299,381,0,77.321429,22.678571,0,0.748016,0.049859,0.196475,27.699348,65.49163,5580.839199,4444.423556,1136.415643,3.321928,2.64549,0.676438,4294.260525,2.556107,76.946502,0.386905,65,0.042328,64,0.957672,1448,0.613095,103,0.503876,0.386905,0.43771,0.388254,0.897668,0.486462,0.773214,0.025198,0.974802,0.226786,0.780722,0.773214,0.773382,0.750485,0.945551,0.79444,0.773382,0.773214,4.609,0.015,4.577804,0.015165,4577.804,15.165,40029,144115,333235,85.952381,13.642857,?
signs,1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.7 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20191201.1309,720,1680,1353,327,0,80.535714,19.464286,0,0.78373,0.045247,0.180818,25.137119,60.272648,5580.839199,3059.003713,2521.835487,3.321928,1.820836,1.501093,4464.556669,2.657474,79.997945,0.35119,59,0.031746,48,0.968254,1464,0.64881,109,0.551402,0.35119,0.429091,0.392437,0.841431,0.424509,0.805357,0.021627,0.978373,0.194643,0.817876,0.805357,0.803605,0.787154,0.957713,0.826054,0.803605,0.805357,15.07,0.036,14.958046,0.035872,14958.046,35.872,106874,312633,724473,87.797619,13.547619,?
signs,1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.7 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20191201.131,720,1680,1355,325,0,80.654762,19.345238,0,0.785053,0.043575,0.188845,24.208239,62.948233,5580.839199,5937.564932,-356.725733,3.321928,3.534265,-0.212337,4432.866861,2.638611,79.430113,0.72619,122,0.072751,110,0.927249,1402,0.27381,46,0.525862,0.72619,0.61,0.568208,0.927556,0.541377,0.806548,0.021495,0.978505,0.193452,0.821309,0.806548,0.791381,0.782615,0.960875,0.836087,0.791381,0.806548,43.904,0.108,43.584976,0.107076,43584.976,107.076,300365,597370,1385530,84.464286,12.345238,?
signs,1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.8 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20191201.131,720,1680,1306,374,0,77.738095,22.261905,0,0.752646,0.047286,0.196196,26.269773,65.398565,5580.839199,4729.853653,850.985546,3.321928,2.815389,0.506539,4330.791223,2.577852,77.601075,0.315476,53,0.02381,36,0.97619,1476,0.684524,115,0.595506,0.315476,0.412451,0.390649,0.91386,0.564949,0.777381,0.024735,0.975265,0.222619,0.78556,0.777381,0.77439,0.754202,0.950951,0.807838,0.77439,0.777381,4.331,0.013,4.28274,0.013069,4282.74,13.069,40029,144115,333235,84.583333,12.589286,?
signs,1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.8 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20191201.131,720,1680,1342,338,0,79.880952,20.119048,0,0.776455,0.042244,0.189172,23.468841,63.057296,5580.839199,4971.542191,609.297008,3.321928,2.959251,0.362677,4445.599168,2.64619,79.658256,0.666667,112,0.087963,133,0.912037,1379,0.333333,56,0.457143,0.666667,0.542373,0.491901,0.899542,0.534975,0.79881,0.022354,0.977646,0.20119,0.802526,0.79881,0.793362,0.775773,0.966061,0.838629,0.793362,0.79881,11.407,0.021,11.293857,0.020685,11293.857,20.685,106874,312633,724473,86.25,11.904762,?
signs,1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.8 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20191201.1311,720,1680,1041,639,0,61.964286,38.035714,0,0.577381,0.078539,0.267202,43.632517,89.067225,5580.839199,20209.918701,-14629.079502,3.321928,12.029714,-8.707785,3390.533811,2.018175,60.753118,0.27381,46,0.022487,34,0.977513,1478,0.72619,122,0.575,0.27381,0.370968,0.354044,0.846413,0.405203,0.619643,0.042262,0.957738,0.380357,0.725362,0.619643,0.625486,0.614066,0.933915,0.720605,0.625486,0.619643,35.787,0.056,35.252769,0.056501,35252.769,56.501,300365,597370,1385530,68.035714,12.113095,?
signs,1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.9 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20191201.1311,720,1680,1287,393,0,76.607143,23.392857,0,0.740079,0.047977,0.203513,26.653912,67.837746,5580.839199,8912.421193,-3331.581994,3.321928,5.305013,-1.983085,4275.672552,2.545043,76.613434,0.380952,64,0.043651,66,0.956349,1446,0.619048,104,0.492308,0.380952,0.42953,0.378714,0.902648,0.469496,0.766071,0.025992,0.974008,0.233929,0.769456,0.766071,0.765013,0.74081,0.947713,0.774601,0.765013,0.766071,3.27,0.008,3.24218,0.00823,3242.18,8.23,40029,144115,333235,82.678571,11.982143,?
signs,1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.9 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20191201.1311,720,1680,1104,576,0,65.714286,34.285714,0,0.619048,0.071169,0.252807,39.538382,84.268931,5580.839199,156399.68411,-150818.84491,3.321928,93.09505,-89.773122,3593.763468,2.139145,64.394679,0.059524,10,0.00463,7,0.99537,1505,0.940476,158,0.588235,0.059524,0.108108,0.164546,0.614241,0.273029,0.657143,0.038095,0.961905,0.342857,0.656376,0.657143,0.61402,0.600244,0.889731,0.68703,0.61402,0.657143,13.806,0.037,13.680176,0.036308,13680.176,36.308,106874,312633,724473,69.047619,12.220238,?
signs,1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.9 -N 500 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20191201.1312,720,1680,837,843,0,49.821429,50.178571,0,0.44246,0.101603,0.31136,56.446259,103.786823,5580.839199,192252.314663,-186671.475464,3.321928,114.435902,-111.113973,2663.160654,1.585215,47.719717,0.113095,19,0.056878,86,0.943122,1426,0.886905,149,0.180952,0.113095,0.139194,0.069673,0.661978,0.163257,0.498214,0.055754,0.944246,0.501786,0.542359,0.498214,0.468393,0.452942,0.835801,0.562238,0.468393,0.498214,29.708,0.056,29.348269,0.055589,29348.269,55.589,300365,597370,1385530,52.02381,11.333333,?
signs,1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 100 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20191201.1312,720,1680,1269,411,0,75.535714,24.464286,0,0.728175,0.062691,0.189643,34.828452,63.214464,5580.839199,2188.902653,3391.936547,3.321928,1.302918,2.01901,4165.186008,2.479277,74.633686,0.184524,31,0.011905,18,0.988095,1494,0.815476,137,0.632653,0.184524,0.285714,0.307747,0.86406,0.472683,0.755357,0.027183,0.972817,0.244643,0.794695,0.755357,0.753168,0.739615,0.953356,0.804122,0.753168,0.755357,0.6,0.009,0.595344,0.008485,595.344,8.485,40029,144115,333235,92.261905,20.589286,?
signs,1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 100 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20191201.1312,720,1680,1311,369,0,78.035714,21.964286,0,0.755952,0.058699,0.173518,32.610328,57.839474,5580.839199,1727.104881,3853.734318,3.321928,1.028039,2.293889,4326.47472,2.575283,77.52373,0.238095,40,0.02381,36,0.97619,1476,0.761905,128,0.526316,0.238095,0.327869,0.309325,0.901971,0.519388,0.780357,0.024405,0.975595,0.219643,0.81388,0.780357,0.782797,0.767718,0.965732,0.852418,0.782797,0.780357,1.838,0.022,1.824597,0.021225,1824.597,21.225,106874,312633,724473,95.535714,22.107143,?
signs,1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 100 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20191201.1312,720,1680,1428,252,0,85,15,0,0.833333,0.039014,0.153286,21.674361,51.095352,5580.839199,1346.623507,4234.215693,3.321928,0.801562,2.520366,4695.316047,2.794831,84.132796,0.363095,61,0.016534,25,0.983466,1487,0.636905,107,0.709302,0.363095,0.480315,0.471755,0.945283,0.644754,0.85,0.016667,0.983333,0.15,0.875683,0.85,0.851426,0.842068,0.978981,0.903977,0.851426,0.85,8.579,0.091,8.509524,0.091048,8509.524,91.048,300365,597370,1385530,95.77381,15.785714,?
signs,1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 200 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20191201.1312,720,1680,1302,378,0,77.5,22.5,0,0.75,0.052826,0.182392,29.348025,60.797279,5580.839199,2278.097545,3302.741654,3.321928,1.35601,1.965918,4350.696397,2.5897,77.957745,0.25,42,0.01918,29,0.98082,1483,0.75,126,0.591549,0.25,0.351464,0.344189,0.890212,0.518529,0.775,0.025,0.975,0.225,0.785377,0.775,0.769551,0.751267,0.957112,0.812284,0.769551,0.775,1.928,0.013,1.911899,0.012295,1911.899,12.295,40029,144115,333235,91.607143,17.059524,?
signs,1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 200 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20191201.1312,720,1680,1392,288,0,82.857143,17.142857,0,0.809524,0.045116,0.163419,25.064289,54.473146,5580.839199,1765.172619,3815.66658,3.321928,1.050698,2.27123,4554.783691,2.711181,81.614673,0.64881,109,0.054894,83,0.945106,1429,0.35119,59,0.567708,0.64881,0.605556,0.560019,0.921284,0.547957,0.828571,0.019048,0.980952,0.171429,0.828643,0.828571,0.825814,0.808568,0.967719,0.860358,0.825814,0.828571,6.042,0.039,5.994105,0.03853,5994.105,38.53,106874,312633,724473,93.571429,16.994048,?
signs,1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 200 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20191201.1312,720,1680,1454,226,0,86.547619,13.452381,0,0.850529,0.03271,0.14855,18.172292,49.516823,5580.839199,1443.994742,4136.844458,3.321928,0.859521,2.462407,4795.472123,2.854448,85.927438,0.380952,64,0.01455,22,0.98545,1490,0.619048,104,0.744186,0.380952,0.503937,0.498764,0.946736,0.672649,0.865476,0.014947,0.985053,0.134524,0.878133,0.865476,0.862167,0.853268,0.981928,0.913978,0.862167,0.865476,18.434,0.109,18.299554,0.107749,18299.554,107.749,300365,597370,1385530,93.690476,13.660714,?
signs,1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 300 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20191201.1312,720,1680,1310,370,0,77.97619,22.02381,0,0.755291,0.0503,0.184174,27.944699,61.391386,5580.839199,2537.458502,3043.380698,3.321928,1.510392,1.811536,4362.457335,2.596701,78.168483,0.339286,57,0.031746,48,0.968254,1464,0.660714,111,0.542857,0.339286,0.417582,0.381151,0.895802,0.528598,0.779762,0.024471,0.975529,0.220238,0.77726,0.779762,0.77524,0.752907,0.957,0.806576,0.77524,0.779762,3.085,0.015,3.066769,0.01558,3066.769,15.58,40029,144115,333235,89.880952,15.660714,?
signs,1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 300 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20191201.1313,720,1680,1397,283,0,83.154762,16.845238,0,0.812831,0.041552,0.16001,23.084719,53.336538,5580.839199,1780.541036,3800.298163,3.321928,1.059846,2.262082,4636.258194,2.759677,83.07457,0.440476,74,0.02381,36,0.97619,1476,0.559524,94,0.672727,0.440476,0.532374,0.505328,0.922253,0.580806,0.831548,0.018717,0.981283,0.168452,0.843471,0.831548,0.831489,0.816609,0.969836,0.865662,0.831489,0.831548,9.047,0.034,8.979253,0.033173,8979.253,33.173,106874,312633,724473,93.035714,15.309524,?
signs,1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 300 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20191201.1313,720,1680,1474,206,0,87.738095,12.261905,0,0.863757,0.030109,0.14222,16.727458,47.406668,5580.839199,1495.303196,4085.536003,3.321928,0.890061,2.431867,4864.139515,2.895321,87.157851,0.404762,68,0.01455,22,0.98545,1490,0.595238,100,0.755556,0.404762,0.527132,0.519889,0.95418,0.733256,0.877381,0.013624,0.986376,0.122619,0.890545,0.877381,0.875172,0.867079,0.982592,0.919411,0.875172,0.877381,19.347,0.057,19.175387,0.056781,19175.387,56.781,300365,597370,1385530,93.869048,13.232143,?
signs,1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 400 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20191201.1313,720,1680,1303,377,0,77.559524,22.440476,0,0.750661,0.050032,0.187707,27.795335,62.569117,5580.839199,2803.199203,2777.639997,3.321928,1.668571,1.653357,4352.200866,2.590596,77.984703,0.369048,62,0.032407,49,0.967593,1463,0.630952,106,0.558559,0.369048,0.444444,0.406559,0.893629,0.520417,0.775595,0.024934,0.975066,0.224405,0.770376,0.775595,0.770523,0.747211,0.955848,0.79923,0.770523,0.775595,2.446,0.008,2.430823,0.008277,2430.823,8.277,40029,144115,333235,88.869048,14.839286,?
signs,1,weka.classifiers.functions.MultilayerPerceptron,'-L 0.3 -M 0.2 -N 400 -V 0 -S 0 -E 20 -H a',-5990607817048210779,20191201.1313,720,1680,1394,286,0,82.97619,17.02381,0,0.810847,0.040663,0.162123,22.59044,54.040962,5580.839199,1881.681231,3699.157969,3.321928,1.120048,2.20188,4632.545933,2.757468,83.008053,0.422619,71,0.019841,30,0.980159,1482,0.577381,97,0.70297,0.422619,0.527881,0.508328,0.926595,0.594662,0.829762,0.018915,0.981085,0.170238,0.844217,0.829762,0.829505,0.815351,0.970184,0.865111,0.829505,0.829762,9.514,0.037,9.430893,0.036827,9430.893,36.827,106874,312633,724473,92.5,14.732143,?
